"Geneid"	"Phase1.IR1.1009.POOL.0003202425.5104.SL.0095"	"Phase1.IR1.1009.POOL.0003202427.5104.SL.0287"	".Phase1.IR1.1009.POOL.0003202429.5104.SL.0479"
"ENSG00000256347.1"	29	14	13
"ENSG00000171631.10"	63	22	34
"ENSG00000257038.1"	16	12	26
"ENSG00000110237.3"	84	41	45
"ENSG00000266866.1"	0	0	0
"ENSG00000054967.8"	7387	2822	3922
"ENSG00000256928.1"	11	7	8
"ENSG00000054965.6"	1785	1006	1341
"ENSG00000256448.1"	414	143	281
"ENSG00000255786.1"	21	20	13
"ENSG00000256148.1"	0	1	2
"ENSG00000231726.2"	0	1	2
"ENSG00000270323.1"	0	1	0
"ENSG00000021300.9"	347	124	178
"ENSG00000252732.1"	8	2	3
"ENSG00000175582.15"	3569	2243	3388
"ENSG00000255928.1"	0	0	0
"ENSG00000256034.1"	15	9	15
"ENSG00000175581.9"	248	165	201
"ENSG00000199975.1"	0	0	1
"ENSG00000256681.1"	2	0	1
"ENSG00000181924.6"	653	337	551
"ENSG00000175575.8"	438	214	333
"ENSG00000256898.1"	1	0	0
"ENSG00000256360.1"	17	8	14
"ENSG00000187726.4"	6	6	6
"ENSG00000255847.1"	182	45	64
"ENSG00000175567.4"	3861	1119	1747
"ENSG00000256189.1"	13	9	10
"ENSG00000256723.1"	14	5	18
"ENSG00000175564.8"	240	52	107
"ENSG00000168014.12"	2517	1107	1744
"ENSG00000256098.1"	0	1	2
"ENSG00000214517.4"	606	289	473
"ENSG00000200649.1"	0	1	0
"ENSG00000149380.7"	5	7	8
"ENSG00000206913.1"	2	11	4
"ENSG00000246211.2"	5	6	5
"ENSG00000165434.6"	779	508	575
"ENSG00000212961.4"	1	2	3
"ENSG00000254631.1"	2	2	4
"ENSG00000264402.1"	0	1	1
"ENSG00000255440.1"	1	1	2
"ENSG00000175538.6"	5933	4643	6358
"ENSG00000254928.1"	4	10	3
"ENSG00000255444.1"	5	0	1
"ENSG00000254974.1"	10	4	5
"ENSG00000175536.6"	80	70	108
"ENSG00000254837.1"	94	54	97
"ENSG00000077514.4"	1210	613	850
"ENSG00000254500.1"	26	18	23
"ENSG00000223202.1"	1	1	1
"ENSG00000054938.11"	4	3	4
"ENSG00000185162.2"	0	1	1
"ENSG00000212277.1"	0	0	0
"ENSG00000265902.1"	0	0	1
"ENSG00000241097.2"	0	2	1
"ENSG00000227615.1"	86	326	240
"ENSG00000166439.5"	6298	4357	6242
"ENSG00000264095.1"	0	0	0
"ENSG00000166435.11"	1061	601	815
"ENSG00000242999.2"	209	122	187
"ENSG00000241170.2"	241	110	212
"ENSG00000265344.1"	3	5	5
"ENSG00000118363.7"	1499	447	1034
"ENSG00000200152.1"	0	0	0
"ENSG00000162139.5"	743	332	533
"ENSG00000234611.1"	0	1	0
"ENSG00000213333.3"	2	2	0
"ENSG00000171561.3"	1	2	1
"ENSG00000255395.1"	2	5	0
"ENSG00000137491.10"	18	14	8
"ENSG00000254475.1"	0	1	0
"ENSG00000255136.2"	2	3	1
"ENSG00000255460.1"	0	0	1
"ENSG00000261594.3"	4	5	5
"ENSG00000254429.1"	0	3	2
"ENSG00000137486.12"	4800	1125	1751
"ENSG00000254963.1"	3	8	25
"ENSG00000199090.1"	69	23	43
"ENSG00000149273.10"	17921	8137	12662
"ENSG00000206941.1"	0	0	2
"ENSG00000207445.1"	71	787	194
"ENSG00000149243.11"	29	14	32
"ENSG00000158555.10"	1055	286	428
"ENSG00000254460.1"	23	7	4
"ENSG00000149257.9"	269	134	202
"ENSG00000255326.1"	4	1	7
"ENSG00000171533.7"	5	5	11
"ENSG00000255434.1"	0	0	3
"ENSG00000254630.1"	2	1	1
"ENSG00000255280.1"	0	0	0
"ENSG00000166391.10"	7	10	6
"ENSG00000263993.1"	12	3	9
"ENSG00000247867.2"	4	4	1
"ENSG00000062282.10"	5390	3110	4357
"ENSG00000254826.1"	342	133	186
"ENSG00000254814.1"	4	1	5
"ENSG00000255507.1"	20	5	12
"ENSG00000198382.4"	2981	1879	2734
"ENSG00000200256.1"	0	2	0
"ENSG00000199362.1"	0	1	1
"ENSG00000255255.1"	0	1	0
"ENSG00000255081.1"	129	107	160
"ENSG00000223013.1"	25	0	1
"ENSG00000254915.1"	0	1	0
"ENSG00000255421.1"	2	0	0
"ENSG00000085741.8"	26	19	20
"ENSG00000254933.1"	7	4	2
"ENSG00000255362.1"	1	0	1
"ENSG00000137492.3"	1923	1325	1792
"ENSG00000179240.4"	285	162	222
"ENSG00000272301.1"	40	20	37
"ENSG00000271757.1"	23	6	15
"ENSG00000201756.1"	0	2	0
"ENSG00000255135.3"	83	71	96
"ENSG00000158636.12"	2916	1717	2535
"ENSG00000254755.1"	0	0	1
"ENSG00000255479.1"	6	2	2
"ENSG00000255363.1"	4	6	7
"ENSG00000254810.1"	11	2	9
"ENSG00000236304.1"	445	234	373
"ENSG00000137507.7"	20	6	26
"ENSG00000254975.1"	3	2	0
"ENSG00000204529.3"	0	2	1
"ENSG00000254761.1"	3	4	4
"ENSG00000254632.1"	9	3	4
"ENSG00000182704.6"	7	8	7
"ENSG00000255100.1"	4	1	2
"ENSG00000261578.1"	2	8	3
"ENSG00000078124.7"	1332	926	1189
"ENSG00000212030.1"	25	8	27
"ENSG00000254988.1"	2	2	0
"ENSG00000198488.6"	7	11	5
"ENSG00000149260.10"	353	106	186
"ENSG00000254550.1"	5	1	3
"ENSG00000137474.15"	166	62	83
"ENSG00000178795.5"	7	9	9
"ENSG00000224829.3"	0	1	2
"ENSG00000149269.5"	5879	2661	4377
"ENSG00000268635.1"	1	5	4
"ENSG00000074201.4"	1701	1042	1434
"ENSG00000238880.1"	1	1	0
"ENSG00000178301.3"	7	9	13
"ENSG00000271767.1"	7	7	6
"ENSG00000048649.9"	4496	2546	3666
"ENSG00000206816.1"	0	2	2
"ENSG00000254985.1"	194	86	124
"ENSG00000227376.1"	47	19	20
"ENSG00000255409.1"	74	51	55
"ENSG00000219529.2"	16	17	17
"ENSG00000087884.10"	87	79	108
"ENSG00000254459.1"	22	22	19
"ENSG00000254691.1"	11	5	10
"ENSG00000255449.1"	84	35	58
"ENSG00000241782.1"	26	20	23
"ENSG00000149262.12"	1970	1047	1593
"ENSG00000255115.2"	72	29	54
"ENSG00000254829.1"	0	3	1
"ENSG00000151364.11"	5	4	2
"ENSG00000259112.1"	0	0	0
"ENSG00000254675.1"	0	1	0
"ENSG00000151365.2"	1	0	5
"ENSG00000151366.8"	477	348	494
"ENSG00000159063.8"	551	279	446
"ENSG00000252494.1"	15	9	15
"ENSG00000246174.3"	70	34	41
"ENSG00000188997.3"	523	188	292
"ENSG00000118369.8"	444	140	156
"ENSG00000033327.8"	6389	2054	3228
"ENSG00000254420.1"	1	0	8
"ENSG00000254649.1"	0	0	1
"ENSG00000251323.2"	90	63	87
"ENSG00000137513.5"	587	489	697
"ENSG00000255084.1"	0	0	0
"ENSG00000252033.1"	0	0	0
"ENSG00000254697.1"	2	1	3
"ENSG00000149256.10"	91	49	67
"ENSG00000254563.1"	1	0	1
"ENSG00000266550.1"	0	0	0
"ENSG00000255345.1"	2	4	1
"ENSG00000254885.1"	0	3	2
"ENSG00000211997.1"	1	2	0
"ENSG00000266570.1"	5	4	2
"ENSG00000255209.1"	3	1	3
"ENSG00000221551.1"	0	0	0
"ENSG00000254471.1"	0	1	2
"ENSG00000254434.1"	1	0	1
"ENSG00000200146.1"	0	0	0
"ENSG00000255014.1"	0	1	0
"ENSG00000255178.1"	3	2	1
"ENSG00000254437.1"	0	0	0
"ENSG00000254747.1"	0	0	0
"ENSG00000255316.1"	4	1	1
"ENSG00000270701.1"	1	0	0
"ENSG00000245832.2"	4	5	7
"ENSG00000264110.1"	0	3	0
"ENSG00000254511.1"	0	0	0
"ENSG00000252592.1"	0	0	0
"ENSG00000255246.1"	1	2	0
"ENSG00000227097.4"	47	176	133
"ENSG00000182103.3"	4	8	10
"ENSG00000255382.1"	3	0	1
"ENSG00000255063.1"	1	5	0
"ENSG00000137509.6"	2791	1779	2862
"ENSG00000254441.1"	1	0	2
"ENSG00000238995.1"	0	0	0
"ENSG00000165490.8"	211	134	178
"ENSG00000242279.1"	0	0	0
"ENSG00000254698.1"	10	5	3
"ENSG00000137502.5"	1100	594	820
"ENSG00000254522.1"	12	5	8
"ENSG00000207221.1"	7	2	3
"ENSG00000246067.3"	1575	758	1382
"ENSG00000255503.1"	2	4	6
"ENSG00000255010.1"	7	5	5
"ENSG00000254965.1"	22	22	33
"ENSG00000255051.1"	0	0	1
"ENSG00000165494.6"	7538	4624	6715
"ENSG00000254676.1"	84	141	151
"ENSG00000247137.4"	538	280	446
"ENSG00000269939.1"	154	94	130
"ENSG00000137494.9"	531	294	418
"ENSG00000255541.1"	13	4	14
"ENSG00000254551.1"	0	1	2
"ENSG00000241020.1"	0	0	0
"ENSG00000137500.5"	1183	732	1020
"ENSG00000255234.1"	8	6	11
"ENSG00000255003.1"	7	3	3
"ENSG00000150672.12"	136	71	61
"ENSG00000256466.1"	0	0	0
"ENSG00000255311.1"	3	7	6
"ENSG00000254629.1"	2	0	0
"ENSG00000250257.1"	2	1	7
"ENSG00000264838.1"	0	1	0
"ENSG00000254713.2"	3	2	3
"ENSG00000240174.1"	0	2	0
"ENSG00000254787.1"	3	0	0
"ENSG00000255555.1"	0	0	0
"ENSG00000255396.2"	8	3	3
"ENSG00000213305.3"	5	10	5
"ENSG00000254684.1"	1	2	0
"ENSG00000254897.1"	7	7	17
"ENSG00000206583.1"	0	0	0
"ENSG00000171204.8"	571	420	593
"ENSG00000171202.2"	164	106	165
"ENSG00000137504.9"	5021	3285	4489
"ENSG00000179071.3"	55	56	82
"ENSG00000137501.12"	2526	1766	2454
"ENSG00000215504.2"	46	33	46
"ENSG00000150676.8"	1	2	3
"ENSG00000255005.1"	10	4	5
"ENSG00000254479.1"	2	2	0
"ENSG00000073921.13"	25528	16974	22683
"ENSG00000238666.1"	0	0	0
"ENSG00000200877.1"	1	0	2
"ENSG00000254699.1"	1	2	0
"ENSG00000254502.1"	0	4	3
"ENSG00000074266.13"	1273	860	1206
"ENSG00000254783.1"	128	53	101
"ENSG00000255222.1"	20	18	27
"ENSG00000149196.11"	586	441	598
"ENSG00000239856.2"	0	0	0
"ENSG00000149201.5"	38	28	41
"ENSG00000254733.1"	7	0	8
"ENSG00000254727.1"	4	1	1
"ENSG00000151376.12"	91	58	104
"ENSG00000254731.1"	3	1	2
"ENSG00000255250.1"	2	1	2
"ENSG00000150687.7"	578	422	516
"ENSG00000271318.1"	1	1	0
"ENSG00000197882.2"	0	0	0
"ENSG00000269895.1"	77	31	52
"ENSG00000255203.1"	0	2	0
"ENSG00000255471.1"	0	0	2
"ENSG00000174804.3"	20	10	22
"ENSG00000246523.3"	2	4	4
"ENSG00000254748.1"	1	1	2
"ENSG00000166575.12"	650	379	477
"ENSG00000254843.1"	0	1	0
"ENSG00000213287.3"	2	0	0
"ENSG00000270510.1"	1	0	2
"ENSG00000254582.1"	1	0	0
"ENSG00000255391.1"	0	0	0
"ENSG00000223015.1"	0	0	0
"ENSG00000199235.1"	0	0	0
"ENSG00000255183.1"	2	2	1
"ENSG00000254650.1"	0	0	0
"ENSG00000255022.1"	0	1	3
"ENSG00000254794.1"	0	0	1
"ENSG00000255516.1"	0	1	0
"ENSG00000255102.1"	4	2	2
"ENSG00000255241.1"	0	1	0
"ENSG00000206690.1"	0	0	0
"ENSG00000123892.7"	46	15	44
"ENSG00000266581.1"	0	0	0
"ENSG00000109861.11"	7569	5643	7580
"ENSG00000249489.1"	0	0	0
"ENSG00000255082.1"	3	2	5
"ENSG00000168959.10"	12	5	17
"ENSG00000207113.1"	1	7	3
"ENSG00000221130.1"	0	0	0
"ENSG00000077498.8"	2	0	4
"ENSG00000197692.5"	2	2	1
"ENSG00000086991.8"	8	4	4
"ENSG00000255295.1"	0	0	0
"ENSG00000255429.1"	0	0	0
"ENSG00000134612.7"	4	4	2
"ENSG00000255385.1"	0	0	0
"ENSG00000214414.5"	1	4	2
"ENSG00000255486.1"	1	0	3
"ENSG00000255540.1"	1	9	1
"ENSG00000234376.3"	3	1	0
"ENSG00000254971.1"	0	0	0
"ENSG00000255170.2"	0	0	0
"ENSG00000204456.4"	0	0	1
"ENSG00000254751.2"	0	1	0
"ENSG00000255162.1"	1	5	3
"ENSG00000255285.1"	0	0	1
"ENSG00000168930.9"	3	0	1
"ENSG00000250946.2"	0	0	0
"ENSG00000166013.11"	0	0	0
"ENSG00000204455.6"	18	11	22
"ENSG00000254558.1"	4	3	4
"ENSG00000189253.7"	10	6	7
"ENSG00000255235.1"	1	1	1
"ENSG00000254617.1"	0	0	0
"ENSG00000254785.1"	2	0	0
"ENSG00000255055.1"	0	0	0
"ENSG00000223417.4"	0	0	1
"ENSG00000233802.4"	1	0	0
"ENSG00000254818.1"	0	0	1
"ENSG00000255360.1"	0	0	0
"ENSG00000254655.1"	1	0	0
"ENSG00000204450.6"	0	0	0
"ENSG00000255305.1"	0	0	0
"ENSG00000237706.3"	9	2	4
"ENSG00000225581.3"	0	0	0
"ENSG00000255184.1"	1	0	0
"ENSG00000204449.2"	1	1	0
"ENSG00000254803.1"	0	0	0
"ENSG00000254916.1"	3	5	4
"ENSG00000223709.4"	3	1	2
"ENSG00000255011.1"	0	0	0
"ENSG00000254888.2"	0	0	0
"ENSG00000255009.2"	0	0	1
"ENSG00000254436.1"	0	0	1
"ENSG00000207299.1"	0	0	0
"ENSG00000077616.6"	15	14	9
"ENSG00000110172.7"	3219	1999	2663
"ENSG00000261645.1"	19	20	27
"ENSG00000214391.3"	17	10	15
"ENSG00000223101.1"	1	3	7
"ENSG00000266703.1"	0	0	0
"ENSG00000221586.1"	0	0	0
"ENSG00000254677.1"	1	0	0
"ENSG00000255070.1"	0	1	0
"ENSG00000255187.1"	0	1	1
"ENSG00000255332.3"	1	0	2
"ENSG00000254961.1"	0	0	3
"ENSG00000242248.2"	0	0	0
"ENSG00000235547.3"	0	1	0
"ENSG00000165323.11"	14	26	20
"ENSG00000249255.1"	0	0	1
"ENSG00000254705.1"	2	0	0
"ENSG00000244244.2"	3	2	3
"ENSG00000239086.1"	0	1	0
"ENSG00000255506.1"	2	4	1
"ENSG00000255127.1"	6	3	4
"ENSG00000255287.1"	1	0	1
"ENSG00000254874.1"	0	3	0
"ENSG00000134640.2"	8	3	4
"ENSG00000242807.1"	1	0	0
"ENSG00000180773.10"	1646	1024	1369
"ENSG00000255445.1"	1	0	0
"ENSG00000233737.3"	0	2	2
"ENSG00000255233.1"	0	2	1
"ENSG00000165325.9"	4	12	9
"ENSG00000221565.1"	0	0	0
"ENSG00000166002.2"	383	225	306
"ENSG00000234106.3"	2	1	0
"ENSG00000240202.2"	0	0	2
"ENSG00000255515.1"	0	2	1
"ENSG00000166004.10"	1833	1273	1753
"ENSG00000199875.1"	24	11	16
"ENSG00000254911.2"	367	314	663
"ENSG00000166012.10"	4896	3637	5025
"ENSG00000207112.1"	0	0	0
"ENSG00000206799.1"	0	0	0
"ENSG00000202314.1"	12	20	18
"ENSG00000206834.1"	0	0	0
"ENSG00000207304.1"	0	0	0
"ENSG00000239195.1"	0	0	0
"ENSG00000207145.1"	0	0	0
"ENSG00000221170.1"	0	0	0
"ENSG00000210825.1"	0	0	0
"ENSG00000182919.10"	1550	883	1263
"ENSG00000042429.6"	2393	1483	2024
"ENSG00000238437.1"	52	38	49
"ENSG00000265292.1"	0	0	0
"ENSG00000214376.5"	2	4	3
"ENSG00000206911.1"	0	0	0
"ENSG00000255995.1"	0	0	0
"ENSG00000256752.1"	1	0	0
"ENSG00000181333.11"	9	11	6
"ENSG00000227593.2"	0	1	0
"ENSG00000110218.4"	657	427	607
"ENSG00000256745.1"	16	39	35
"ENSG00000250519.2"	6	10	4
"ENSG00000183560.4"	2	0	5
"ENSG00000123901.4"	15	13	9
"ENSG00000263966.1"	1	0	2
"ENSG00000020922.8"	1668	1101	1495
"ENSG00000221230.1"	18	5	8
"ENSG00000255893.1"	170	107	161
"ENSG00000168876.4"	808	594	818
"ENSG00000257057.1"	0	1	8
"ENSG00000134627.7"	209	132	182
"ENSG00000196371.2"	863	550	745
"ENSG00000255929.1"	8	13	8
"ENSG00000233536.2"	4	2	0
"ENSG00000255666.1"	7	3	4
"ENSG00000166025.13"	137	67	92
"ENSG00000256469.1"	17	6	18
"ENSG00000213368.3"	2	3	3
"ENSG00000150316.7"	739	554	690
"ENSG00000186280.5"	11	8	14
"ENSG00000255653.1"	1	0	1
"ENSG00000235268.2"	2	1	3
"ENSG00000256779.1"	2	2	4
"ENSG00000257012.1"	0	0	1
"ENSG00000255855.1"	3	2	1
"ENSG00000180771.10"	700	354	646
"ENSG00000271885.1"	0	0	0
"ENSG00000149218.4"	1508	1104	1475
"ENSG00000270689.1"	22	18	15
"ENSG00000270578.1"	5	3	3
"ENSG00000245552.2"	222	176	264
"ENSG00000149212.6"	13515	9268	12913
"ENSG00000201204.1"	0	1	0
"ENSG00000250390.2"	2	2	3
"ENSG00000255605.1"	0	1	2
"ENSG00000077458.8"	1861	1367	1778
"ENSG00000166037.6"	1752	1085	1525
"ENSG00000256885.1"	19	11	15
"ENSG00000087053.14"	627	345	473
"ENSG00000222578.1"	1	0	0
"ENSG00000242993.1"	0	0	0
"ENSG00000184384.9"	1978	1154	1781
"ENSG00000266192.1"	1	0	1
"ENSG00000149231.7"	1759	1109	1519
"ENSG00000183340.5"	446	271	377
"ENSG00000255679.1"	2	1	1
"ENSG00000200411.1"	1	2	0
"ENSG00000256684.1"	0	0	0
"ENSG00000254587.1"	1	0	4
"ENSG00000255376.1"	0	1	0
"ENSG00000255205.1"	0	0	1
"ENSG00000270753.1"	0	2	1
"ENSG00000255039.1"	0	0	2
"ENSG00000199315.1"	0	0	0
"ENSG00000255502.1"	3	2	1
"ENSG00000254555.1"	0	0	0
"ENSG00000216073.2"	0	0	0
"ENSG00000255380.1"	1	0	0
"ENSG00000254939.1"	3	2	1
"ENSG00000254599.1"	0	2	1
"ENSG00000254830.1"	0	1	0
"ENSG00000149972.6"	5	9	9
"ENSG00000223269.1"	0	1	0
"ENSG00000266616.1"	0	0	0
"ENSG00000255547.1"	1	0	1
"ENSG00000242165.2"	0	0	1
"ENSG00000255059.1"	0	0	0
"ENSG00000248027.1"	2	1	2
"ENSG00000165895.13"	125	81	121
"ENSG00000265208.1"	0	0	1
"ENSG00000200047.1"	3	0	0
"ENSG00000238388.1"	2	0	0
"ENSG00000170647.2"	9	7	11
"ENSG00000082175.10"	8	17	7
"ENSG00000255504.1"	1	1	0
"ENSG00000137672.8"	88	56	107
"ENSG00000263885.1"	0	1	2
"ENSG00000254506.1"	1	3	4
"ENSG00000254534.1"	0	1	1
"ENSG00000187151.3"	2	5	1
"ENSG00000110318.9"	192	136	166
"ENSG00000137691.8"	1	7	7
"ENSG00000252679.1"	0	0	0
"ENSG00000239154.1"	0	0	0
"ENSG00000260008.1"	1	4	4
"ENSG00000137693.9"	9	7	7
"ENSG00000254422.1"	0	1	0
"ENSG00000243777.1"	0	0	0
"ENSG00000270868.1"	1	0	0
"ENSG00000271600.1"	1	0	0
"ENSG00000212466.1"	0	1	0
"ENSG00000023445.9"	6065	4337	5776
"ENSG00000110330.4"	4417	3799	5036
"ENSG00000152558.10"	7586	5077	7107
"ENSG00000255337.1"	3	6	8
"ENSG00000255482.1"	0	3	0
"ENSG00000137673.4"	1	1	0
"ENSG00000137674.3"	10	7	4
"ENSG00000256916.1"	2	1	3
"ENSG00000255798.1"	1	2	0
"ENSG00000137675.4"	1	2	1
"ENSG00000118113.7"	165	145	165
"ENSG00000255282.2"	3	10	1
"ENSG00000225678.2"	2	2	2
"ENSG00000256254.1"	3	3	1
"ENSG00000166670.5"	1	1	2
"ENSG00000196611.4"	6	11	10
"ENSG00000256035.1"	1	1	3
"ENSG00000149968.7"	3	5	6
"ENSG00000110347.7"	0	3	3
"ENSG00000255469.1"	3	0	0
"ENSG00000238562.1"	0	0	0
"ENSG00000137745.7"	2	2	3
"ENSG00000239861.1"	0	0	0
"ENSG00000260966.1"	190	130	140
"ENSG00000137692.7"	418	220	294
"ENSG00000187240.9"	567	365	535
"ENSG00000254895.2"	1	1	0
"ENSG00000254931.2"	0	0	0
"ENSG00000255417.1"	0	0	0
"ENSG00000255350.1"	0	1	1
"ENSG00000254565.1"	0	2	0
"ENSG00000253245.2"	2	1	1
"ENSG00000254824.1"	0	1	0
"ENSG00000254987.1"	9	4	2
"ENSG00000264200.1"	0	0	1
"ENSG00000170962.8"	331	252	369
"ENSG00000255548.1"	0	0	1
"ENSG00000170967.3"	1	3	2
"ENSG00000252251.1"	0	0	0
"ENSG00000256422.1"	0	2	1
"ENSG00000270449.1"	0	0	0
"ENSG00000254569.1"	0	1	0
"ENSG00000204403.5"	5	6	1
"ENSG00000235505.3"	270	171	275
"ENSG00000196954.8"	8716	6144	8758
"ENSG00000137757.6"	480	347	508
"ENSG00000137752.18"	5261	3164	4880
"ENSG00000204397.3"	974	842	1065
"ENSG00000254750.1"	120	91	152
"ENSG00000255221.2"	79	55	77
"ENSG00000255430.1"	0	0	0
"ENSG00000255501.1"	3	1	2
"ENSG00000254998.1"	2	2	0
"ENSG00000254767.1"	0	0	0
"ENSG00000255336.1"	0	0	0
"ENSG00000152578.8"	7	6	9
"ENSG00000255403.1"	1	2	1
"ENSG00000222663.1"	0	0	0
"ENSG00000263371.1"	0	2	0
"ENSG00000252081.1"	0	1	4
"ENSG00000170903.6"	790	560	799
"ENSG00000182359.10"	233	156	270
"ENSG00000149313.6"	1132	819	1193
"ENSG00000254433.1"	0	4	3
"ENSG00000254580.1"	2	2	0
"ENSG00000254811.1"	2	1	3
"ENSG00000255065.1"	2	0	2
"ENSG00000152402.6"	4	14	12
"ENSG00000264542.1"	0	0	0
"ENSG00000213252.3"	3	4	2
"ENSG00000255353.1"	1	2	2
"ENSG00000261098.1"	441	315	433
"ENSG00000152404.11"	1795	1300	1691
"ENSG00000225215.1"	102	69	113
"ENSG00000137760.10"	641	416	544
"ENSG00000270969.1"	1	2	2
"ENSG00000110675.8"	3	6	6
"ENSG00000268467.1"	0	0	0
"ENSG00000255483.1"	0	0	0
"ENSG00000254758.1"	0	0	0
"ENSG00000170290.3"	0	2	4
"ENSG00000268602.1"	0	0	2
"ENSG00000254702.1"	0	3	3
"ENSG00000214306.3"	0	0	0
"ENSG00000214305.3"	0	0	0
"ENSG00000110660.10"	150	116	149
"ENSG00000240652.1"	1	1	3
"ENSG00000179331.2"	144	108	130
"ENSG00000166266.9"	2056	1304	1737
"ENSG00000200855.1"	38	9	11
"ENSG00000255467.1"	3	3	2
"ENSG00000075239.9"	397	274	376
"ENSG00000149308.12"	3199	2159	2914
"ENSG00000149311.13"	32210	21675	28586
"ENSG00000206967.1"	0	1	3
"ENSG00000269042.1"	1	2	1
"ENSG00000166323.8"	25	20	35
"ENSG00000221607.1"	0	0	0
"ENSG00000178202.8"	333	168	189
"ENSG00000110723.7"	173	93	120
"ENSG00000178105.5"	926	553	850
"ENSG00000240698.1"	1	1	0
"ENSG00000254730.1"	1	1	1
"ENSG00000255379.1"	0	0	0
"ENSG00000203334.3"	5	8	7
"ENSG00000255528.1"	0	0	0
"ENSG00000201243.1"	0	0	0
"ENSG00000200613.1"	0	0	0
"ENSG00000264997.1"	0	1	0
"ENSG00000255028.1"	10	4	6
"ENSG00000185742.6"	3	8	2
"ENSG00000254890.1"	0	0	0
"ENSG00000254482.1"	0	0	0
"ENSG00000254659.2"	1	0	5
"ENSG00000254798.1"	1	0	1
"ENSG00000224776.3"	0	0	0
"ENSG00000270423.1"	0	0	1
"ENSG00000255210.1"	2	0	0
"ENSG00000149289.6"	264	172	240
"ENSG00000137710.10"	659	450	559
"ENSG00000254416.1"	2	1	3
"ENSG00000137714.2"	541	398	540
"ENSG00000137727.8"	21	18	26
"ENSG00000233497.3"	2	0	1
"ENSG00000255149.1"	0	0	0
"ENSG00000200168.1"	0	0	0
"ENSG00000271390.1"	5	3	5
"ENSG00000271584.1"	4	3	2
"ENSG00000239354.1"	4	1	3
"ENSG00000270202.1"	2	5	4
"ENSG00000150750.6"	2	2	2
"ENSG00000196167.5"	22	17	35
"ENSG00000214290.3"	5	9	6
"ENSG00000264032.1"	0	0	2
"ENSG00000110777.7"	559	240	321
"ENSG00000253099.1"	0	0	0
"ENSG00000255428.1"	6	7	7
"ENSG00000255208.1"	0	0	0
"ENSG00000255093.1"	5	2	3
"ENSG00000137707.9"	6	2	3
"ENSG00000207811.1"	2	0	5
"ENSG00000207562.1"	0	0	0
"ENSG00000254980.1"	1	2	0
"ENSG00000183644.9"	1	2	3
"ENSG00000204381.7"	25	18	18
"ENSG00000170145.4"	967	497	727
"ENSG00000235286.1"	2	0	3
"ENSG00000223324.1"	16	9	9
"ENSG00000137713.11"	1701	995	1611
"ENSG00000254990.1"	4	4	10
"ENSG00000086848.10"	283	151	206
"ENSG00000258529.1"	0	0	0
"ENSG00000254450.1"	25	3	9
"ENSG00000254949.1"	0	0	0
"ENSG00000255561.2"	55	35	66
"ENSG00000137720.3"	78	58	100
"ENSG00000176343.5"	1	1	0
"ENSG00000109846.3"	4	3	8
"ENSG00000170276.4"	0	1	2
"ENSG00000254445.1"	0	0	0
"ENSG00000149300.5"	2	0	1
"ENSG00000150764.9"	118	92	122
"ENSG00000238965.1"	0	0	0
"ENSG00000255286.2"	0	0	0
"ENSG00000255334.1"	6	0	1
"ENSG00000150768.11"	721	304	418
"ENSG00000230911.1"	0	0	0
"ENSG00000238444.1"	0	0	0
"ENSG00000271025.1"	0	1	0
"ENSG00000150773.6"	4	3	8
"ENSG00000150776.13"	840	628	806
"ENSG00000150779.7"	260	234	387
"ENSG00000204370.4"	1648	1198	1622
"ENSG00000255292.2"	8	2	5
"ENSG00000150782.7"	232	141	201
"ENSG00000254638.1"	2	0	0
"ENSG00000150783.5"	30	16	7
"ENSG00000272790.1"	0	0	0
"ENSG00000197580.7"	86	53	72
"ENSG00000214264.4"	18	10	18
"ENSG00000255231.1"	2	1	1
"ENSG00000243930.1"	0	0	0
"ENSG00000150787.3"	533	337	503
"ENSG00000243250.1"	3	1	2
"ENSG00000215954.1"	8	8	10
"ENSG00000188771.3"	1	2	0
"ENSG00000268472.1"	62	33	61
"ENSG00000213234.4"	2	3	4
"ENSG00000250303.2"	350	212	325
"ENSG00000206772.1"	0	0	0
"ENSG00000254968.2"	14	7	10
"ENSG00000213233.5"	1	3	0
"ENSG00000255484.1"	28	15	15
"ENSG00000212397.1"	0	0	0
"ENSG00000254626.1"	0	0	1
"ENSG00000247416.2"	5	4	7
"ENSG00000149294.12"	697	360	523
"ENSG00000238998.1"	5	3	4
"ENSG00000227487.3"	3	1	1
"ENSG00000255129.1"	3	6	11
"ENSG00000149292.12"	1216	694	1018
"ENSG00000270179.1"	48	30	28
"ENSG00000170209.4"	61	16	24
"ENSG00000256757.1"	3	0	2
"ENSG00000149295.9"	17	10	11
"ENSG00000265140.1"	0	0	0
"ENSG00000166682.6"	87	37	48
"ENSG00000256091.1"	3	1	0
"ENSG00000086827.4"	555	322	497
"ENSG00000243353.1"	18	5	4
"ENSG00000257070.1"	0	3	0
"ENSG00000256603.1"	22	6	23
"ENSG00000228607.2"	0	0	0
"ENSG00000256167.1"	1	3	2
"ENSG00000255870.1"	0	0	0
"ENSG00000257101.1"	1	0	0
"ENSG00000048028.7"	1705	963	1427
"ENSG00000256452.1"	4	1	0
"ENSG00000255710.2"	77	19	41
"ENSG00000201687.1"	0	0	0
"ENSG00000149305.2"	11	8	3
"ENSG00000166736.7"	8	0	7
"ENSG00000109906.9"	1085	282	486
"ENSG00000221112.1"	0	1	0
